Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_New
4.555,2,0.060154968,5,110.1544,2,0,0,111.8544,37,1
17.7,2,0.134441765,15,183.9924,1,2,3,6478.234,37,1
15.7,0,0.03067808,7,44.777,0,2,1,605.878,35,0
15.2,2,0.103758647,6,177.0054,2,1,1,2976.7918,18,1
6.985000000000001,2,0.136701678,10,182.1608,1,2,3,5880.3456,37,1
19.85,0,0.308145448,6,222.0772,2,0,0,889.5088,37,1
5.75,2,0.074806196,4,112.9176,1,2,3,3435.528,37,1
8.355,0,0.013926425,0,93.0462,2,1,1,1110.5544,18,1
12.15,1,0.006754117,11,122.173,0,2,1,2586.633,35,2
13.35,0,0.03211726016666667,13,238.7564,1,2,2,1906.8512,13,1
17.0,1,0.052209303,8,122.373,2,0,1,2586.633,25,2
17.35,2,0.041538713,5,93.1804,1,0,1,1378.206,23,1
15.35,0,0.13064231,13,88.383,2,0,0,89.883,37,1
9.1,1,0.055382616,9,115.0518,0,2,1,683.1108,35,2
6.13,0,0.08100864216666667,6,54.1298,2,0,1,1348.245,25,1
10.65,0,0.041970938,6,55.4272,2,0,0,111.8544,37,1
19.2,2,0.005583951,15,226.9062,0,2,1,4514.124,35,1
8.895,0,0.075757177,7,233.8616,1,2,2,937.4464,13,0
19.75,0,0.012467648,6,188.1872,1,0,1,2458.1336,23,1
10.895,0,0.137368051,4,264.3568,1,2,2,4745.8224,13,1
7.325,0,0.092933158,6,91.0146,1,2,3,3466.1548,37,1
10.3,1,0.117593973,8,154.463,2,1,1,2503.408,15,2
19.1,2,0.026018497,6,148.2418,2,1,1,3089.9778,15,1
4.555,2,0.034410585,5,111.3544,1,0,1,1342.2528,23,1
9.8,1,0.02426524,8,114.0492,1,2,3,3938.8728,37,2
16.2,1,0.176175402,8,184.0608,2,1,1,2021.3688,15,2
8.975,2,0.088257771,3,84.1224,2,2,0,170.4448,24,1
21.1,2,0.020750867,2,128.7994,1,0,1,1927.491,23,1
17.75,1,0.111527348,11,110.2912,2,1,1,873.5296,20,2
12.8,2,0.114318263,1,142.2838,1,2,2,421.4514,13,1
6.905,2,0.038363204,4,98.1726,2,1,1,587.2356,15,1
10.195,2,0.245483691,5,141.8838,2,2,0,280.9676,24,1
5.785,2,0.053930934,6,87.3856,1,0,1,878.856,23,1
15.2,0,0.018942606,13,236.0248,1,2,3,6636.6944,37,1
7.96,0,0.028339599,3,162.4894,0,2,1,1779.6834,35,1
8.3,2,0.030151351,0,98.7384,2,0,1,492.692,25,1
5.46,2,0.107274301,6,145.5786,2,1,1,3900.9222,20,1
13.35,0,0.102670882,4,228.6352,1,0,1,3435.528,23,1
5.46,2,0.032177405,3,185.424,2,0,1,5219.872,25,1
19.35,2,0.039734882,14,165.7868,1,2,3,4913.604,37,0
20.75,2,0.083536989,5,180.3318,0,2,1,4149.9314,35,1
6.59,1,0.026225693,9,119.0098,1,0,1,2530.7058,23,2
7.55,0,0.0273235,3,151.934,2,1,1,1837.608,15,1
20.85,0,0.03747983,5,192.7478,2,1,1,2131.2258,20,1
18.85,1,0.168531813,9,192.5136,2,1,1,2916.204,15,2
15.2,0,0.021293909,3,218.4824,1,2,2,1528.6768,13,1
10.1,1,0.030269774,8,152.4656,2,1,1,2934.8464,20,2
10.0,0,0.025822315,3,262.7226,2,1,1,3171.8712,18,1
8.985,0,0.183688161,6,100.27,1,0,1,998.7,23,1
11.5,2,0.125579201,5,99.7358,2,1,1,1105.8938,18,1
20.1,1,0.077079177,8,61.5536,1,2,3,918.804,37,2
19.85,1,0.026074491,9,48.6376,1,2,2,575.2512,13,2
21.1,1,0.010593469,9,234.2958,0,2,1,3739.1328,35,2
4.555,2,0.034357169,5,112.6544,2,0,1,2684.5056,25,1
20.85,0,0.037396901,5,193.8478,2,1,1,2712.4692,18,1
7.905,0,0.064011067,7,230.2694,0,2,1,4567.388,35,0
6.78,2,0.085981978,6,228.4694,2,1,1,5480.8656,20,1
11.65,0,0.040318693,6,186.224,1,2,3,5033.448,37,1
15.0,2,0.161762835,3,185.9266,2,1,1,2581.9724,20,1
17.6,0,0.104878967,13,164.8868,2,0,1,2456.802,25,1
13.8,2,0.107469819,6,77.8012,2,2,0,227.7036,24,1
5.11,1,0.034868095,9,163.821,2,1,1,2120.573,18,2
8.71,2,0.046079575,4,43.5744,2,1,1,407.4696,20,1
7.235,0,0.058083831,13,113.6834,0,2,1,230.3668,35,1
12.3,2,0.064618976,15,89.8804,2,0,1,1286.3256,25,1
6.96,0,0.077178965,14,93.1146,2,1,1,2189.1504,18,0
18.0,2,0.142910689,6,89.6514,1,0,1,1859.5794,23,1
6.28,0,0.027682047,14,85.5198,0,2,1,1744.396,35,0
10.5,2,0.142511272,1,158.7578,2,1,1,2246.4092,18,1
14.15,0,0.09557165,14,171.0106,2,1,1,4106.6544,20,0
9.8,0,0.02316823,14,47.506,2,2,0,186.424,24,0
15.85,2,0.061045133,10,44.7744,0,2,1,181.0976,35,1
10.3,2,0.011148865,13,84.854,2,1,1,778.986,20,1
17.6,0,0.058091269,10,156.2314,2,0,1,2947.4966,25,1
8.1,2,0.019672774,3,86.4198,1,2,3,1918.8356,37,1
10.3,0,0.078678276,0,177.037,0,2,1,3705.177,35,1
9.195,2,0.117667492,13,159.5578,1,0,1,1283.6624,23,1
12.8,0,0.069902438,15,261.3252,1,2,2,3410.2276,13,1
10.0,2,0.037757166,13,126.7994,2,1,1,1284.994,18,1
17.25,0,0.107021498,5,40.5822,2,1,1,785.644,18,1
10.6,2,0.032892112,2,49.3008,1,2,3,1518.024,37,1
20.2,1,0.100477461,9,187.7898,2,1,1,2245.0776,15,2
7.5,1,0.036228067,8,175.2028,2,1,1,4427.57,18,2
7.895,2,0.094488485,2,100.7332,0,2,1,1230.3984,35,1
15.75,0,0.055154296,0,195.5452,1,2,2,1174.4712,13,1
7.865,0,0.106907604,2,162.8526,2,0,0,493.3578,37,1
13.65,2,0.073060301,5,196.2426,2,1,1,2570.6538,20,1
20.1,1,0.077439606,8,60.6536,2,1,1,980.0576,18,2
13.65,2,0.080968973,5,259.7936,1,2,2,2609.936,13,1
12.3,2,0.106492562,6,176.3396,1,0,1,1395.5168,23,1
6.885,2,0.139330557,3,109.5228,1,2,3,3426.2068,37,1
21.35,0,0.068822477,3,258.3278,2,0,1,7028.8506,25,1
7.72,2,0.074669288,1,76.3986,0,2,1,1402.1748,35,1
12.1,1,0.025834128,9,165.1526,2,2,0,164.4526,24,2
14.85,2,0.035227697,6,159.5578,0,2,1,2085.9514,35,1
7.725,1,0.050901814,9,120.5414,2,0,0,365.5242,37,2
16.0,1,0.072965144,9,231.3668,1,2,2,4607.336,13,2
8.395,0,0.039492207,13,97.3042,2,0,1,1091.2462,25,1
7.365,0,0.042552205,6,225.172,2,1,1,3395.58,18,1
20.5,0,0.020587886,6,89.583,0,2,1,1797.66,35,1
18.25,0,0.130095044,13,257.2962,2,2,0,517.9924,24,1
16.0,0,0.040747616,13,140.2496,1,2,3,4093.3384,37,1
7.475,1,0.013146636,9,214.5192,2,1,1,2804.3496,20,2
12.15,0,0.02176755,1,164.6184,2,1,1,3797.7232,20,1
7.97,0,0.027925476857142858,14,172.0422,1,2,2,5690.5926,13,0
15.25,0,0.08995645,5,217.1192,1,0,1,3235.788,23,1
16.35,2,0.062665642,6,225.6062,1,2,2,1579.9434,13,1
11.1,0,0.176182345,0,158.1604,2,1,1,1901.5248,18,1
11.8,1,0.022843501,8,177.8686,2,0,1,4621.9836,25,2
14.3,2,0.034411238,0,98.6726,2,0,1,782.9808,25,1
13.65,2,0.020725321833333334,10,36.6532,2,1,1,755.0172,15,1
16.75,0,0.128861359,1,86.2856,2,1,1,1406.1696,18,1
16.25,0,0.078290271,3,93.1804,1,0,1,1194.4452,23,1
18.0,0,0.008539208,0,81.2618,2,1,1,402.809,18,1
20.2,2,0.100095288,6,125.2678,2,2,0,127.1678,24,1
15.0,0,0.046447328,1,121.5414,1,0,1,2436.828,23,1
7.55,2,0.030794774,6,122.9072,1,2,3,4532.7664,37,1
16.85,2,0.159081735,5,193.5478,1,2,3,4649.9472,37,1
14.15,0,0.034705807,13,241.6828,1,2,3,4873.656,37,1
13.0,0,0.154487495,3,77.2986,2,1,1,1246.3776,15,1
14.65,1,0.072178679,9,262.9594,1,0,1,5233.188,23,2
14.5,0,0.061686402,4,153.9998,1,2,3,5229.1932,37,0
5.88,0,0.003599378,7,152.2998,2,1,1,3075.996,20,0
12.35,0,0.026832182,3,57.3246,2,1,1,1332.2658,15,1
9.0,1,0.019616991,9,169.6474,2,1,1,2526.711,15,2
10.395,0,0.05226427,12,158.4604,2,2,0,158.4604,24,1
10.195,0,0.112203445,7,111.786,2,1,1,1697.79,18,0
15.6,0,0.171761077,6,115.7518,1,2,3,5351.0346,37,1
9.695,1,0.114170506,8,158.9604,2,1,1,1743.0644,20,2
19.35,2,0.082266419,0,48.8034,2,0,1,340.2238,25,1
16.7,2,0.038685176,13,146.6102,1,2,2,2770.3938,13,1
5.985,0,0.095795326,5,128.4678,2,0,1,508.6712,25,1
8.85,1,0.026814124,9,103.7964,2,2,0,210.3928,24,2
15.7,0,0.045203854,5,180.266,2,0,1,1617.894,25,1
12.5,0,0.020697723,1,198.8742,2,0,1,5773.1518,25,1
19.35,1,0.027827268,8,65.6168,1,2,2,383.5008,13,2
7.72,2,0.074883035,1,79.8986,2,1,1,1090.5804,20,1
17.2,0,0.156298858,10,162.1578,2,0,1,1283.6624,25,1
9.0,1,0.019412192,9,166.5474,1,2,3,4379.6324,37,2
11.0,0,0.105324246,1,125.7046,1,2,3,3237.1196,37,1
10.5,2,0.019227816,13,163.9842,2,0,0,331.5684,37,1
8.895,0,0.044093978,5,208.3954,2,2,0,1041.977,24,1
20.2,2,0.117599259,0,195.311,2,1,1,3338.987,20,1
20.5,0,0.036140297,6,120.0756,2,0,1,2302.3364,25,1
17.6,0,0.104791689,13,165.2868,0,2,1,3111.9492,35,1
11.15,0,0.057021156,0,106.8622,1,0,1,2011.3818,23,1
6.59,1,0.026058181,9,121.9098,1,2,3,3374.2744,37,2
19.6,2,0.12829573,13,167.2816,2,1,1,2013.3792,20,1
10.895,2,0.03263762,5,147.7102,2,1,1,1895.5326,15,1
13.85,0,0.034765901,7,114.2492,2,1,1,1853.5872,15,0
15.1,0,0.095696334,0,159.7604,2,1,1,2693.8268,15,1
15.0,1,0.071371458,8,125.2362,2,0,1,1384.1982,25,2
12.85,0,0.022696131,6,179.9318,1,2,2,2706.477,13,1
16.85,2,0.267565911,5,194.1478,2,2,0,1162.4868,24,1
15.5,0,0.053327763,14,44.477,0,2,1,865.54,35,0
15.85,2,0.007145063,13,41.048,2,1,1,479.376,18,1
21.2,0,0.071076055,13,174.837,2,1,1,5469.547,15,1
13.35,0,0.139426044,5,148.3392,2,1,1,3877.6192,18,1
6.11,2,0.151925271,14,46.6086,2,1,1,624.5204,18,0
13.0,1,0.099479703,9,44.906,1,0,1,652.484,23,2
11.5,0,0.045900448,13,118.9124,1,2,3,2844.2976,37,1
6.465,0,0.21799414,3,266.5884,2,0,0,1324.942,37,1
6.425,0,0.010454459,3,115.6808,1,0,1,1406.1696,23,1
15.1,0,0.172641213,13,195.111,1,2,3,5303.097,37,1
12.0,0,0.075701524,0,124.6388,2,1,1,2105.2596,20,1
7.535,0,0.081914677,14,120.344,1,0,1,3835.008,23,0
7.68,0,0.071010513,6,190.9162,1,0,1,5195.2374,23,1
14.7,0,0.072444983,6,48.6034,2,1,1,194.4136,20,1
10.3,0,0.069981909,4,263.0226,0,2,1,6079.4198,35,1
13.8,2,0.06457046,6,76.2012,2,1,1,1669.8264,15,1
10.1,0,0.024159767,3,114.715,2,1,1,815.605,18,1
7.785,0,0.089210159,6,64.251,2,1,1,1328.271,15,1
13.8,0,0.097611115,4,54.893,2,1,1,679.116,15,0
11.8,1,0.058975504,8,81.7618,1,2,2,966.7416,13,2
10.5,1,0.027430696,9,171.1106,2,1,1,3593.3226,15,2
13.65,2,0.010637448625,13,58.7588,2,0,0,400.8116,37,1
19.7,0,0.038815341,7,124.2362,2,1,1,1887.543,20,0
16.25,0,0.152632413,4,98.441,2,0,0,96.541,37,1
12.15,0,0.021618297,1,167.1184,1,2,3,2476.776,37,1
15.1,2,0.096491904,10,134.4942,1,2,2,1854.9188,13,1
16.2,0,0.033568871,14,74.9696,2,1,1,2162.5184,15,0
11.3,2,0.054507422,10,96.3094,0,2,1,666.4658,35,1
11.1,2,0.063079544,5,175.7712,2,0,0,351.5424,37,1
13.15,0,0.064208126,5,180.1976,2,0,0,181.0976,37,1
19.7,0,0.041974489,5,108.6912,2,1,1,2183.824,15,1
20.6,2,0.048207431,6,188.0556,2,1,1,2065.3116,15,1
9.5,0,0.041065647,7,223.5088,2,1,1,4697.8848,15,0
13.5,2,0.128709014,15,96.1068,0,2,1,1846.9292,35,1
13.65,0,0.03596071,13,186.3924,2,0,1,1665.8316,25,1
7.27,1,0.046520703,8,97.7384,0,2,1,591.2304,35,2
7.39,1,0.210596485,11,144.747,2,0,0,143.147,37,2
6.86,1,0.03674399,9,231.201,2,1,1,6201.927,15,2
14.7,0,0.072238195,6,47.5034,0,2,1,972.068,35,1
18.75,1,0.034141213,9,211.9218,1,2,3,3419.5488,37,2
9.195,0,0.101500374,0,45.2744,2,1,1,679.116,20,1
14.15,0,0.042246575,4,54.2982,1,0,1,1104.5622,23,0
12.3,2,0.058105769,13,60.4562,2,1,1,1777.686,18,1
11.8,2,0.170141787,3,116.7834,0,2,1,2303.668,35,1
13.6,2,0.049579883,5,110.0912,2,1,1,1965.4416,18,1
11.6,0,0.01713098757142857,3,178.2686,1,0,1,1955.4546,23,1
15.0,0,0.058725134,13,43.6744,2,1,1,407.4696,15,1
7.0,0,0.13259144075,3,105.628,1,0,1,1384.864,23,1
13.1,0,0.075695552,4,168.4158,1,0,1,1504.0422,23,1
11.3,0,0.007321067,10,197.7426,2,1,1,2570.6538,15,1
12.3,0,0.009463757,0,73.838,2,1,1,1245.046,15,1
10.0,1,0.021407511,9,248.175,0,2,1,3495.45,35,2
5.155,0,0.145669556,5,247.2776,2,0,0,743.0328,37,1
6.98,0,0.041273236,3,82.4934,1,2,2,982.7208,13,1
19.0,0,0.128090139,13,107.0622,2,0,1,1376.2086,25,1
17.0,0,0.135707553,6,172.5106,2,1,1,2053.3272,18,1
15.15,0,0.027774002,0,152.3708,2,1,1,3159.8868,18,1
19.6,2,0.07278643,5,49.4376,2,0,0,191.7504,37,1
8.325,0,0.029640604,6,40.8138,1,2,3,1543.3244,37,1
8.355,0,0.187939003,3,146.9418,2,1,1,1029.9926,20,1
12.15,1,0.14492016,8,224.4404,0,2,1,1800.3232,35,2
17.25,2,0.125419157,2,40.048,1,0,1,399.48,23,1
6.46,2,0.049121972,6,144.6102,0,2,1,2916.204,35,1
6.03,0,0.019183427750000002,4,175.3028,1,2,3,3719.1588,37,0
5.78,2,0.074149074,13,262.2568,2,0,1,5273.136,25,1
18.7,1,0.04604992,8,151.9682,0,2,1,3354.3004,35,2
19.2,0,0.035384612,13,180.3318,2,1,1,3428.2042,15,1
13.35,0,0.038340116,13,240.1564,1,2,3,7150.692,37,1
18.0,0,0.00748117275,0,81.8618,2,0,0,161.1236,37,1
18.2,0,0.049080853,6,147.7734,1,2,3,4602.6754,37,1
12.3,1,0.076183667,9,245.646,1,2,3,3695.19,37,2
7.35,0,0.028711412,6,39.9454,1,2,2,377.5086,13,1
20.35,2,0.14275146349999998,10,81.6276,2,0,1,1787.0072,25,1
14.1,0,0.12517151,6,88.9198,1,2,3,3139.9128,37,1
17.85,0,0.037826873,14,189.7188,2,0,1,2285.0256,25,0
4.615,2,0.101747034,3,231.33,0,2,1,4660.6,35,1
15.0,0,0.04181470642857143,13,47.2744,2,1,1,679.116,18,1
6.575,2,0.075142108,1,145.8444,1,2,3,3773.7544,37,1
12.1,2,0.061424738,14,56.7614,1,2,2,1049.9666,13,0
11.65,0,0.040597054,6,187.324,2,1,1,1864.24,20,1
14.0,0,0.041556697,0,104.4332,2,0,0,307.5996,37,1
15.5,2,0.126791761,0,262.1568,2,2,0,527.3136,24,1
9.195,2,0.117484834,13,158.5578,2,0,1,2406.867,25,1
15.1,2,0.106097275,6,43.2796,1,2,2,123.8388,13,1
5.095,2,0.129395895,13,140.3838,0,2,1,1826.2894,35,1
15.1,2,0.100265027,6,142.5786,1,2,2,3323.0078,13,1
12.1,0,0.011557563,4,165.3526,1,0,1,3453.5046,23,0
6.235,1,0.119157788,9,263.791,1,2,2,2103.928,13,2
15.0,0,0.077622622,1,121.8414,2,2,0,243.6828,24,1
10.5,0,0.041194986,6,39.1164,1,2,3,1235.7248,37,1
10.65,2,0.085135953,13,232.3668,2,0,1,3685.8688,25,1
9.8,2,0.106816919,6,114.2492,2,2,0,463.3968,24,1
18.25,0,0.04421348,7,173.408,0,2,1,1038.648,35,0
15.35,0,0.013745883,5,62.0168,1,2,3,1534.0032,37,1
19.6,1,0.094308058,9,251.8698,1,0,1,3551.3772,23,2
17.0,2,0.026622757,3,144.247,2,1,1,3149.234,20,1
9.6,2,0.014234595,13,190.2872,1,0,1,4727.18,23,1
8.51,2,0.078526225,13,173.5422,1,0,1,5000.8238,23,1
5.88,1,0.0249887,9,150.3392,1,2,2,447.4176,13,2
8.905,0,0.143712172,5,60.2878,1,2,2,1151.1682,13,1
5.695,2,0.067373081,1,258.8988,1,2,3,3083.9856,37,1
8.85,0,0.053822086,6,183.8292,0,2,1,2554.0088,35,1
20.7,0,0.043011277,4,177.2028,1,2,2,3364.9532,13,1
8.42,1,0.123557061,9,216.6192,2,0,0,215.7192,37,2
6.3,0,0.127968205,3,209.627,1,2,2,3984.813,13,1
17.5,2,0.007570599,4,144.6102,1,2,2,2187.153,13,1
20.25,2,0.09795261257142858,3,92.312,2,0,0,372.848,37,1
5.765,0,0.081996785,0,40.1164,2,1,1,540.6296,18,1
17.75,2,0.067777778,0,186.924,1,2,2,3169.208,13,1
5.035,2,0.080362549,1,229.0036,2,1,1,4326.3684,15,1
8.355,0,0.013929059,0,94.1462,2,0,1,2221.1088,25,1
6.13,0,0.077169953,4,63.0536,2,1,1,1225.072,15,0
10.5,2,0.0246654644,0,143.3128,2,0,1,1438.128,25,1
12.5,0,0.112681821,3,119.144,1,2,2,3235.788,13,1
9.195,0,0.10080442,0,45.4744,1,2,3,1041.3112,37,1
20.75,1,0.02512588,8,150.4734,2,1,1,890.8404,18,2
6.305,2,0.122519571,13,93.0436,1,2,3,2363.59,37,1
13.35,2,0.15021128,13,179.066,2,1,1,2696.49,15,1
7.96,0,0.028357839,3,163.2894,2,1,1,4530.1032,18,1
8.92,1,0.130663423,9,175.237,2,1,1,2117.244,15,2
6.635,2,0.006335942,0,121.8098,1,0,1,2048.6666,23,1
15.5,0,0.032845997,0,106.7938,0,2,1,3215.814,35,1
6.13,0,0.076735903,4,62.4536,2,0,1,1225.072,25,0
7.315,0,0.01530184,13,154.434,2,0,1,1378.206,25,1
16.0,2,0.029377239,10,46.1718,2,2,0,94.5436,24,1
16.85,0,0.233356571,13,146.576,2,2,0,439.428,24,1
15.85,0,0.137053947,3,94.4094,1,2,2,1047.3034,13,1
15.0,0,0.04181470642857143,13,43.4744,2,0,1,543.2928,25,1
19.1,1,0.177236497,9,172.3422,2,1,1,2586.633,18,2
19.0,0,0.111830282,5,105.4622,0,2,1,952.7598,35,1
13.5,0,0.04693578514285714,0,84.654,1,0,1,1211.756,23,1
16.75,2,0.008204465,3,99.8674,1,0,1,2342.9502,23,1
5.26,2,0.02439015,1,95.9068,1,2,3,3207.8244,37,1
9.195,2,0.064143995,5,85.9566,2,1,1,1691.132,20,1
19.35,0,0.033275634,10,173.8738,2,1,1,2432.8332,15,1
11.8,2,0.107662745,4,224.1772,2,1,1,2890.9036,15,1
10.6,0,0.01115195,1,40.6454,2,1,1,167.7816,15,1
13.65,2,0.013064516,6,115.5834,2,1,1,1382.2008,20,1
14.85,2,0.009954237,13,158.263,1,0,1,2659.871,23,1
15.2,1,0.021214364,8,48.2034,2,0,0,97.2068,37,2
13.5,2,0.067859568,4,60.1562,2,1,1,1599.9174,18,1
5.635,0,0.103481775,0,150.005,2,1,1,1797.66,20,1
7.405,0,0.015358176,3,92.4146,2,1,1,1459.4336,15,1
17.35,1,0.293066133,9,177.0712,2,0,0,351.5424,37,2
11.35,0,0.030981392,13,51.9008,2,1,1,708.4112,15,1
20.75,0,0.018148152222222224,14,153.8024,1,2,3,7741.9224,37,0
16.1,2,0.013623294,6,109.3596,2,1,1,1186.4556,20,1
17.7,2,0.041098734,6,80.9276,1,2,2,487.3656,13,1
13.1,1,0.01209726,11,188.853,2,1,1,3225.801,18,2
14.3,2,0.034382602,0,96.5726,0,2,1,2251.0698,35,1
9.6,0,0.035406842,13,244.317,1,2,3,8262.578,37,1
8.6,1,0.090374342,9,114.3176,2,1,1,1946.7992,20,2
5.78,2,0.074451126,13,264.5568,1,2,2,6327.7632,13,1
8.195,0,0.031467128,0,91.8462,2,1,1,2313.655,20,1
13.65,2,0.078786674,4,184.824,2,0,1,3355.632,25,1
17.35,0,0.056032247,0,102.3016,2,1,1,1619.2256,20,1
20.25,1,0.058935522,9,246.646,2,0,1,2463.46,25,2
10.395,2,0.064577332,10,230.5352,2,0,0,687.1056,37,1
16.1,0,0.034306962,6,252.3356,2,0,1,3815.034,25,1
5.785,2,0.053586458,6,89.7856,1,2,3,966.7416,37,1
17.6,2,0.076431919,10,113.2202,1,2,2,2025.3636,13,1
18.0,0,0.039090105,13,148.4418,2,1,1,4119.9704,20,1
12.5,1,0.031549131,8,99.0384,2,2,0,197.0768,24,2
9.065,0,0.115233813,5,94.4094,0,2,1,2856.282,35,1
16.85,2,0.159825617,5,195.5478,2,1,1,4262.4516,18,1
16.0,1,0.073080167,9,228.4668,2,1,1,2534.0348,15,2
9.3,0,0.066727717,5,181.6292,0,2,1,2371.5796,35,1
6.215,0,0.012146608,6,37.9848,2,1,1,782.9808,18,1
20.1,2,0.022552083,6,226.6036,2,1,1,6831.108,15,1
8.77,2,0.047036036,6,170.5422,2,1,1,2759.0752,15,1
16.25,0,0.087158654,4,95.141,2,1,1,2220.443,18,1
15.15,0,0.027756137,0,150.4708,0,2,1,2106.5912,35,1
13.15,1,0.092589917,9,159.5604,0,2,1,1901.5248,35,2
12.15,1,0.014755488666666665,9,117.615,0,2,1,1514.695,35,2
16.2,0,0.077427883,5,41.8454,2,0,0,41.9454,37,1
20.85,0,0.121227447,13,197.5452,2,1,1,4306.3944,18,1
18.2,2,0.066284519,6,247.2092,2,1,1,3486.1288,18,1
8.3,0,0.03549838,6,36.6506,1,2,2,455.4072,13,1
6.195,0,0.072131519,13,120.1098,2,1,1,2892.2352,20,1
15.1,0,0.0525155864,6,216.4166,2,1,1,2830.3158,20,1
11.5,1,0.021020616,8,130.7942,2,1,1,2782.3782,20,2
19.0,0,0.111902259,5,105.4622,2,1,1,1905.5196,18,1
10.5,0,0.071548187,5,120.2098,1,2,2,602.549,13,1
8.8,0,0.071540443,13,210.6612,1,0,1,2508.7344,23,1
9.0,1,0.121765124,8,264.1884,2,0,0,264.9884,37,2
17.75,0,0.014609738,6,160.4262,2,1,1,3182.524,20,1
6.635,2,0.080697998,5,39.8506,2,0,0,37.9506,37,1
17.75,2,0.156802171,4,242.1538,2,1,1,4326.3684,18,1
20.75,0,0.024144862,6,123.373,2,1,1,2093.941,18,1
16.7,2,0.062297249,13,60.6562,1,2,2,592.562,13,1
7.36,0,0.052058711,5,55.5588,1,2,3,1145.176,37,1
13.85,1,0.031402114,11,40.248,2,1,1,319.584,20,2
15.35,2,0.113217223,6,191.1504,2,0,1,1725.7536,25,1
12.1,0,0.0383726418,6,177.3002,2,1,1,3044.7034,18,1
12.15,1,0.014755488666666665,9,118.515,1,2,2,1398.18,13,2
13.35,0,0.031139933,4,74.8012,2,0,0,303.6048,37,0
16.35,1,0.013363902,11,106.128,2,1,1,1917.504,18,2
6.055,0,0.030952737,6,160.1578,1,2,3,3048.6982,37,1
7.27,0,0.07136748,14,111.8518,1,2,2,2277.036,13,0
13.8,0,0.058192802,4,246.9802,1,0,1,5896.3248,23,0
20.25,2,0.022976493,0,240.3538,1,0,1,4086.0146,23,1
9.3,0,0.111220521,1,65.7826,2,0,1,968.739,25,1
14.15,0,0.037967687,15,125.6046,1,0,1,1618.5598,23,1
5.4,1,0.04421125966666667,8,164.5526,1,2,3,2302.3364,37,2
8.115,2,0.032158866,3,154.8972,2,0,1,1713.7692,25,1
7.42,2,0.045068892,13,190.8872,2,0,0,945.436,37,1
11.1,1,0.033176087,9,120.1124,2,1,1,1896.1984,20,2
12.5,1,0.018845298,8,96.7384,2,1,1,2759.0752,18,2
9.8,2,0.056375879,1,84.6908,2,1,1,1006.6896,18,1
19.7,2,0.161356273,3,253.1014,1,2,2,2805.0154,13,1
14.3,2,0.034605882,0,95.9726,2,1,1,2153.1972,15,1
19.75,0,0.033942546,13,213.5902,1,0,1,4460.1942,23,1
18.5,0,0.025740259,10,89.4172,0,2,1,1605.9096,35,1
6.635000000000001,1,0.026938317,9,174.1396,1,2,3,4012.1108,37,2
12.35,2,0.033754478,10,199.0426,2,1,1,3361.6242,18,1
18.0,1,0.015375557,8,156.9604,1,2,3,4278.4308,37,2
5.365,2,0.140458316,12,169.7764,1,0,1,3263.7516,23,1
7.27,1,0.046333982,8,97.2384,1,2,3,2660.5368,37,2
20.5,2,0.014966308499999999,5,82.8592,2,1,1,908.1512,18,1
8.71,0,0.139228412,3,49.5376,2,0,1,1198.44,25,1
7.97,0,0.0201559566,12,109.4596,1,2,3,1833.6132,37,1
16.0,2,0.0163856304,10,48.1718,2,1,1,756.3488,15,1
17.6,0,0.00799436,4,171.6422,0,2,1,3793.7284,35,1
20.7,2,0.121767168,5,118.9466,2,1,1,353.5398,20,1
13.0,2,0.030083482,3,61.922,2,1,1,1557.972,18,1
20.2,2,0.118025091,0,195.811,2,1,1,2553.343,15,1
20.35,0,0.060649213,0,232.7616,0,2,1,2812.3392,35,1
18.6,0,0.151931742,2,101.1358,0,2,1,1105.8938,35,1
15.0,0,0.063831013,7,46.206,1,2,3,1304.968,37,0
13.35,0,0.103091351,4,229.9352,2,1,1,2519.3872,15,1
17.85,0,0.052389407,13,120.9072,1,2,2,2817.6656,13,1
16.35,1,0.013355306,11,105.528,0,2,1,2024.032,35,2
14.85,2,0.019550858,4,263.791,2,1,1,4207.856,20,1
21.25,0,0.01005532,10,183.1608,2,1,1,2756.412,15,1
14.15,0,0.034845668,13,242.7828,0,2,1,3167.8764,35,1
17.2,2,0.025162022,3,145.9418,2,1,1,1765.7016,18,1
13.15,0,0.022685222,6,161.592,1,2,3,4314.384,37,1
10.85,0,0.162571649,13,107.4622,2,1,1,529.311,20,1
20.35,2,0.014825605,6,233.2958,2,0,1,4206.5244,25,1
16.35,1,0.058034349,9,124.802,2,2,0,253.004,24,2
9.3,0,0.043785694,7,191.6846,2,0,1,3057.3536,25,0
19.5,2,0.076798609,14,231.8958,1,2,3,8413.0488,37,0
15.75,0,0.055241242,0,196.5452,2,1,1,3131.9232,15,1
14.85,1,0.061102235,9,253.2698,2,1,1,2283.0282,20,2
18.6,0,0.039517121,5,243.6802,2,1,1,5896.3248,15,1
16.35,1,0.029565309,9,256.4646,1,2,2,515.3292,13,2
9.695,2,0.128283243,0,226.1404,2,0,1,3375.606,25,1
15.15,2,0.012332667,13,130.0284,2,1,1,3559.3668,15,1
14.3,2,0.065195229,6,88.9856,2,1,1,1669.8264,18,1
10.895,0,0.108253944,6,194.8794,2,2,0,585.2382,24,1
